code,report_year,AI_innovation,AI_risk,AI_total,AI_innovation_disclosure,AI_risk_disclosure,Size,Lev,ROA,Growth,CashRatio,TobinQ,ListAge,Board,Indep,Dual,Top1,SOE,turnover
000048,2020,4,0,4,1,0,23.016179704858818,0.719174331170966,0.107197,-0.172244,0.567808,1.649736,3.295836866004329,2.5649493574615367,0.3846153846153846,0,0.428823,0,0.0711558721024349
000048,2021,3,0,3,1,0,23.420090622720863,0.8274642688680561,0.032227,-0.208775,0.319993,1.438099,3.332204510175204,2.4849066497880004,0.4166666666666667,0,0.43038,0,0.0453650232756996
000048,2022,4,0,4,1,0,23.587524356918237,0.8481747326562666,0.049189,0.861153,0.157025,1.380782,3.367295829986474,2.6390573296152584,0.3571428571428571,0,0.380689,0,0.1013850610777416
000048,2023,7,0,7,1,0,23.218778465971184,0.6778470005682111,0.118498,1.071,0.16028,1.471819,3.4011973816621555,2.3978952727983707,0.3636363636363636,0,0.294369,0,0.1180815329786948
000049,2019,19,0,19,1,0,22.89462036298765,0.6737512958030035,0.076152,0.069189,0.086872,1.630247,3.218875824868201,2.4849066497880004,0.5,0,0.448012,1,
000049,2020,18,0,18,1,0,22.924846570577195,0.6877706542921377,0.083133,0.051789,0.079138,2.225623,3.258096538021482,2.302585092994046,0.3,0,0.448012,1,0.103083983991327
000049,2021,15,0,15,1,0,23.100674269483687,0.6817889024458623,0.079954,0.003765,0.0344,2.299053,3.295836866004329,2.3978952727983707,0.2727272727272727,0,0.228591,1,0.1370567567097005
000049,2022,18,0,18,1,0,23.250158078675735,0.6624422731599272,0.07319,0.117009,0.095477,1.702372,3.332204510175204,2.1972245773362196,0.3333333333333333,0,0.229287,1,0.1941136655445868
000049,2023,15,0,15,1,0,23.52669204353669,0.6135041781945552,0.035204,-0.067323,0.51028,1.245578,3.367295829986474,2.1972245773362196,0.3333333333333333,0,0.232008,1,0.1004124118048881
000050,2019,13,0,13,1,0,24.90456773687713,0.5919509091701933,0.013218,0.047401,0.157739,1.09082,3.218875824868201,2.1972245773362196,0.3333333333333333,0,0.190228,1,
000050,2020,6,0,6,1,0,25.021337388346375,0.5436468143254305,0.021215,-0.034649,0.262692,1.026898,3.258096538021482,2.3978952727983707,0.2727272727272727,0,0.158523,1,0.2076735299103421
000050,2021,7,0,7,1,0,25.11068211731715,0.5664353591181456,0.020033,0.088821,0.188389,0.966506,3.295836866004329,2.772588722239781,0.25,0,0.158523,1,0.1655745036791839
000050,2022,6,0,6,1,0,25.117583544841704,0.6263413762168355,0.001376,-0.011993,0.42163,0.89284,3.332204510175204,2.833213344056216,0.4117647058823529,0,0.158523,1,0.0988082694180122
000050,2023,10,0,10,1,0,25.129696229193875,0.6463156581397317,-0.025894,0.026197,0.398398,0.966762,3.367295829986474,2.70805020110221,0.3333333333333333,0,0.158523,1,0.122312888003566
000055,2019,14,0,14,1,0,23.1542410294982,0.5399101683728033,0.031483,-0.014082,0.16082,0.943638,3.1780538303479458,1.9459101490553132,0.4285714285714285,1,0.1022289999999999,0,
000055,2020,13,0,13,1,0,23.19701524643344,0.5409571484226817,0.03286,-0.008801,0.241605,0.884892,3.218875824868201,2.1972245773362196,0.5555555555555556,1,0.108711,0,0.7008141757675548
000055,2021,11,0,11,1,0,23.22971693919975,0.5439971003091558,0.01878,0.194149,0.220239,0.88868,3.258096538021482,1.9459101490553132,0.4285714285714285,1,0.1111239999999999,0,0.7070298910625082
000055,2022,13,0,13,1,0,23.26841941323452,0.543326752182967,0.022886,0.081302,0.178954,0.855185,3.295836866004329,1.9459101490553132,0.4285714285714285,1,0.1111239999999999,0,1.7308024410052991
000055,2023,19,0,19,1,0,23.316754198031003,0.5488459108396522,0.021205,0.115735,0.139212,0.825576,3.332204510175204,2.302585092994046,0.5,0,0.1111239999999999,0,0.6396216071978269
000058,2019,1,0,1,1,0,22.546297670951436,0.5944516638390518,0.015492,-0.070096,0.382349,1.473676,3.1780538303479458,2.70805020110221,0.4,0,0.567001,1,
000058,2020,5,0,5,1,0,22.486450422591513,0.5744476837033021,0.005022,-0.059979,0.321847,1.432265,3.218875824868201,2.1972245773362196,0.3333333333333333,0,0.567001,1,1.4500160241638202
000058,2021,6,0,6,1,0,22.451796729376607,0.543140453974149,0.017242,0.421032,0.494364,1.424597,3.258096538021482,2.3978952727983707,0.3636363636363636,0,0.567001,1,0.6265114344208744
000058,2022,3,0,3,1,0,22.39450252432929,0.5389457525527267,0.007315,-0.083147,0.471299,2.082663,3.295836866004329,2.302585092994046,0.3,0,0.565434,1,0.6096370207187957
000058,2023,2,0,2,1,0,22.40598152473779,0.534448611034713,0.021282,0.06576,0.540775,1.917322,3.332204510175204,2.302585092994046,0.4,0,0.565434,1,0.6059322917416534
000059,2019,1,0,1,1,0,24.102871869080392,0.5181703227003795,0.033002,0.079738,0.786641,0.849944,3.1354942159291497,2.1972245773362196,0.3333333333333333,0,0.321623,1,
000059,2020,2,0,2,1,0,24.051880067342363,0.4941894293068081,0.01205,-0.23154,1.038207,0.810643,3.1780538303479458,2.302585092994046,0.3,0,0.271623,1,0.4410001908583502
000059,2021,2,0,2,1,0,24.192615983555264,0.5365498246210489,0.031232,0.266608,1.404338,0.89911,3.218875824868201,2.4849066497880004,0.25,0,0.271623,1,0.6587794101125389
