code,year,end_date,institution_id,industry_code,annual_report_ai_word_freq,annual_report_ai_sentence_freq,annual_report_total_sentences,annual_report_total_words,ai_disclosure_sentence_ratio,ai_disclosure_word_ratio,ai_sentence_per_1000_sentences,ai_word_per_1000_words,annual_trading_shares,float_market_value_thousand,total_market_value_thousand,annual_return_no_cash_dividend,investor_sentiment_proxy_log_trading_volume
000049,2023,2023-12-31,107889,C38,13,10,2372,58889,0.0042158516020236085,0.00022075430046358403,4.2158516020236085,0.22075430046358405,1047145600,10428447.85,10431397.04,-0.283057,20.769333824113648
000049,2024,2024-12-31,107889,C38,9,7,2028,49698,0.0034516765285996054,0.00018109380659181456,3.4516765285996054,0.18109380659181457,2034474502,9039528.3,9042851.93,-0.116519,21.433503393009964
000050,2020,2020-12-31,101178,C39,13,10,3228,73501,0.0030978934324659233,0.00017686834192732071,3.0978934324659235,0.1768683419273207,5598522740,26958287.57,36227200.52,-0.090239,22.445768603637163
000050,2021,2021-12-31,101178,C39,15,12,3289,73808,0.0036485253876558225,0.0002032300021677867,3.6485253876558223,0.2032300021677867,4968708894,30008901.03,31999874.55,-0.11194,22.326425863628295
000050,2022,2022-12-31,101178,C39,14,12,3212,74989,0.0037359900373599006,0.00018669404846044087,3.7359900373599007,0.18669404846044088,2032903390,20574223.21,21284094.74,-0.329493,21.43273085005031
000050,2023,2023-12-31,101178,C39,16,14,3659,81350,0.0038261820169445205,0.00019668100799016594,3.8261820169445206,0.19668100799016594,3094786115,25302207.85,26175012.59,0.229792,21.852984634394534
000050,2024,2024-12-31,101178,C39,17,14,3528,75607,0.003968253968253968,0.00022484690570978878,3.968253968253968,0.22484690570978877,5595677091,22193203.35,22193461.38,-0.152113,22.4452601887252
000055,2020,2020-12-31,101532,C33,2,2,2600,59638,0.0007692307692307692,3.353566517991885e-05,0.7692307692307693,0.03353566517991885,2122091815,3028037.8,3038328.16,-0.064182,21.47566814481666
000055,2021,2021-12-31,101532,C33,3,3,2693,61674,0.0011139992573338284,4.864286409183773e-05,1.1139992573338284,0.048642864091837726,2380388990,3366744.49,3378185.9,0.111857,21.590529752871312
000055,2022,2022-12-31,101532,C33,8,8,2549,60329,0.003138485680659082,0.0001326062092857498,3.1384856806590817,0.1326062092857498,5533192510,3196894.33,3215054.18,-0.038229,22.43403079349767
000055,2023,2023-12-31,101532,C33,6,6,2685,63222,0.0022346368715083797,9.490367277213628e-05,2.2346368715083798,0.09490367277213628,1953955755,3054862.02,3072313.93,-0.033827,21.393121747526617
000055,2024,2024-12-31,101532,C33,13,13,2751,65627,0.004725554343874954,0.00019808920109101437,4.725554343874954,0.19808920109101438,1547629663,2662866.45,2678078.96,-0.110619,21.159990348350536
000058,2020,2020-12-31,101534,L72,1,1,2044,57891,0.0004892367906066536,1.7273842220725157e-05,0.4892367906066536,0.017273842220725158,5245078917,3617255.83,6647938.79,-0.081633,22.380556125011314
000058,2021,2021-12-31,101534,L72,0,0,2296,61723,0.0,0.0,0.0,0.0,2269624537,3622638.65,6657831.56,0.002976,21.54288025299723
000058,2022,2022-12-31,101534,L72,0,0,2136,58734,0.0,0.0,0.0,0.0,4742367512,7779001.85,7780086.13,0.175334,22.279802323273575
000058,2023,2023-12-31,101534,L72,0,0,1910,41394,0.0,0.0,0.0,0.0,4278048399,7060274.65,7061166.78,-0.091139,22.176762761240614
000058,2024,2024-12-31,101534,L72,3,2,2264,59922,0.0008833922261484099,5.006508460999299e-05,0.8833922261484098,0.05006508460999299,5963522162,7907234.18,7908112.86,0.124128,22.50892711041778
000059,2020,2020-12-31,101535,C25,0,0,1763,42168,0.0,0.0,0.0,0.0,3893548230,8828903.73,8828922.8,-0.055008,22.082586720473614
000059,2021,2021-12-31,101535,C25,0,0,1712,40502,0.0,0.0,0.0,0.0,7670577965,11643621.29,11643941.67,0.333152,22.760657803593507
000059,2022,2022-12-31,101535,C25,0,0,1712,40061,0.0,0.0,0.0,0.0,6513762812,10876209.25,10876209.25,-0.035989,22.597183131255424
000059,2023,2023-12-31,101535,C25,0,0,1658,38408,0.0,0.0,0.0,0.0,3624526252,8780939.53,8780939.53,-0.173235,22.010989427884933
000059,2024,2024-12-31,101535,C25,0,0,1944,45799,0.0,0.0,0.0,0.0,5320457476,7661329.75,7661329.75,-0.124954,22.394825128520164
000060,2020,2020-12-31,101551,C32,0,0,2311,60494,0.0,0.0,0.0,0.0,10232084671,17199620.25,17205883.28,0.137674,23.048794176403725
000060,2021,2021-12-31,101551,C32,0,0,2558,69193,0.0,0.0,0.0,0.0,18873034583,17915784.46,17921669.95,0.0361,23.660999998659804
000060,2022,2022-12-31,101551,C32,0,0,2601,70548,0.0,0.0,0.0,0.0,9745714429,15322867.07,15323927.94,-0.145682,23.00009347968664
000060,2023,2023-12-31,101551,C32,5,4,2707,71931,0.0014776505356483192,6.951105920952024e-05,1.4776505356483192,0.06951105920952023,9809431217,16145159.99,16146374.99,0.078049,23.006610129026274
000060,2024,2024-12-31,101551,C32,6,5,2661,70275,0.0018789928598271326,8.537886872998933e-05,1.8789928598271326,0.08537886872998933,12803401036,17527956.84,17529302.29,0.098611,23.272976678594016
000061,2020,2020-12-31,10864,L72,2,2,2411,70475,0.0008295313148071339,2.8378857750975524e-05,0.8295313148071339,0.028378857750975525,6937733829,11961034.9,11963597.12,0.271914,22.66024102067618
000061,2021,2021-12-31,10864,L72,0,0,2305,63670,0.0,0.0,0.0,0.0,2519641025,10843425.87,10843600.8,-0.085106,21.647382278322777
000061,2022,2022-12-31,10864,L72,0,0,2176,62274,0.0,0.0,0.0,0.0,3430868423,9672539.51,9672695.55,-0.097027,21.956079250918037
000061,2023,2023-12-31,10864,L72,1,1,2172,63293,0.00046040515653775324,1.5799535493656486e-05,0.4604051565377532,0.015799535493656487,1997384227,10979180.81,10979357.93,0.142105,21.41510427547699
000061,2024,2024-12-31,10864,L72,3,3,2327,66958,0.001289213579716373,4.4804205621434335e-05,1.289213579716373,0.044804205621434334,2125026002,11848037.77,11895718.56,0.100464,21.477049875953806
000062,2020,2020-12-31,101552,F51,13,11,2561,60150,0.004295197188598204,0.00021612635078969243,4.295197188598204,0.21612635078969242,1499237213,12994238.85,13011111.97,-0.115871,21.128222291712394
000062,2021,2021-12-31,101552,F51,8,8,2678,64158,0.002987303958177745,0.00012469216621465758,2.987303958177745,0.12469216621465758,1723978366,17997647.54,18021017.62,0.401125,21.267900460965333
000062,2022,2022-12-31,101552,F51,10,10,2662,63619,0.003756574004507889,0.00015718574639651676,3.756574004507889,0.15718574639651675,1576780657,12753925.28,12770552.82,-0.273941,21.178651047111618
000062,2023,2023-12-31,101552,F51,10,9,2918,67526,0.003084304318026045,0.00014809110564819477,3.084304318026045,0.14809110564819478,1242808625,11772050.61,11787398.06,-0.048321,20.940639676237964
000062,2024,2024-12-31,101552,F51,14,13,2947,67537,0.004411265693926026,0.00020729377970593897,4.411265693926026,0.20729377970593896,7301811215,23395016.2,23428368.81,1.027507,22.71138826610694
000063,2020,2020-12-31,101553,C39,29,24,3267,84599,0.0073461891643709825,0.00034279365004314473,7.3461891643709825,0.3427936500431447,22301330501,116975940.37,129819424.05,-0.043515,23.82791217739949
000063,2021,2021-12-31,101553,C39,31,27,3647,94219,0.007403345215245407,0.00032902068584892644,7.403345215245407,0.32902068584892646,14957051941,130295130.28,133172330.17,0.001486,23.428448727372803
000063,2022,2022-12-31,101553,C39,26,22,3142,80115,0.007001909611712286,0.00032453348311801787,7.001909611712286,0.3245334831180179,8832916564,102919741.56,102938573.93,-0.219104,22.901751098836648
000063,2023,2023-12-31,101553,C39,30,26,2997,77035,0.008675342008675343,0.00038943337444018953,8.675342008675342,0.38943337444018955,20268285934,106635510.12,106654794.0,0.039443,23.732323232167293
000063,2024,2024-12-31,101553,C39,36,30,3170,79185,0.00946372239747634,0.0004546315590073878,9.46372239747634,0.4546315590073878,27200967617,162705897.88,162732507.06,0.551473,24.026518383806792
000065,2020,2020-12-31,101554,E48,1,1,2656,66727,0.00037650602409638556,1.4986437274266789e-05,0.37650602409638556,0.014986437274266788,1015329025,5021271.96,5740591.91,-0.126936,20.73847856045731
000065,2021,2021-12-31,101554,E48,2,2,2703,69089,0.0007399186089530152,2.894816830465052e-05,0.7399186089530152,0.02894816830465052,2675245069,5817754.14,6645068.51,0.16319,21.70730682805126
000065,2022,2022-12-31,101554,E48,2,2,2463,62576,0.0008120178643930166,3.196113525952442e-05,0.8120178643930166,0.03196113525952442,5828389000,7468595.4,8264089.99,0.065091,22.486006469963357
000065,2023,2023-12-31,101554,E48,0,0,2560,65416,0.0,0.0,0.0,0.0,6551709798,10158098.02,11239970.66,0.367697,22.602991890544345
000065,2024,2024-12-31,101554,E48,1,1,2650,65392,0.0003773584905660377,1.5292390506483973e-05,0.3773584905660377,0.015292390506483972,3282383967,8859291.26,9802313.93,-0.120145,21.911835814849272
000066,2020,2020-12-31,101661,C39,6,6,2990,89957,0.002006688963210702,6.669853374389986e-05,2.0066889632107023,0.06669853374389986,20851154418,55599558.98,55606177.19,0.226028,23.760675151476228
000066,2021,2021-12-31,101661,C39,8,8,2997,86218,0.002669336002669336,9.278804889930177e-05,2.6693360026693362,0.09278804889930177,15353508713,41601262.33,41607170.73,-0.249789,23.454609865575637
000066,2022,2022-12-31,101661,C39,3,3,2672,75043,0.001122754491017964,3.997707980757699e-05,1.122754491017964,0.03997707980757699,10971628377,32097291.42,32903150.69,-0.276328,23.118578539415356
000066,2023,2023-12-31,101661,C39,22,15,2715,74267,0.0055248618784530384,0.000296228472942222,5.524861878453039,0.296228472942222,17146611166,31845547.96,32645086.77,-0.007157,23.565066391441153
000066,2024,2024-12-31,101661,C39,27,17,2624,71504,0.0064786585365853655,0.00037760125307675094,6.478658536585366,0.37760125307675096,24866212670,45775928.83,46999892.71,0.439723,23.936775798122962
000068,2020,2020-12-31,101662,M74,3,2,2190,52502,0.0009132420091324201,5.7140680355034096e-05,0.91324200913242,0.0571406803550341,3820711118,3271682.26,3271682.26,-0.220624,22.06370239904615
000068,2021,2021-12-31,101662,M74,4,4,2430,59296,0.0016460905349794238,6.745817593092283e-05,1.646090534979424,0.06745817593092283,3267394750,3483083.27,3483083.27,0.064615,21.907258792079293
000068,2022,2022-12-31,101662,M74,5,4,2045,51853,0.0019559902200488996,9.642643627176827e-05,1.9559902200488997,0.09642643627176826,6262580030,3855551.71,3855551.71,0.106936,22.557858082676937
000068,2023,2023-12-31,101662,M74,5,3,2049,50672,0.0014641288433382138,9.867382380802021e-05,1.4641288433382138,0.09867382380802021,2721310917,3563616.98,3563616.98,-0.075718,21.724379556298295
000068,2024,2024-12-31,101662,M74,7,6,1997,49971,0.0030045067601402104,0.00014008124712333153,3.0045067601402105,0.14008124712333153,9244907578,3372349.4,3372349.4,-0.053672,22.94733870487236
000069,2020,2020-12-31,101663,K70,6,6,2173,62688,0.0027611596870685687,9.571209800918837e-05,2.761159687068569,0.09571209800918837,11874436261,50029153.82,58150718.86,-0.050757,23.19765371306657
000069,2021,2021-12-31,101663,K70,1,1,2206,66971,0.00045330915684496827,1.4931836167893565e-05,0.45330915684496825,0.014931836167893566,14849423300,49671883.32,57740629.16,0.049365,23.42122686649153
000069,2022,2022-12-31,101663,K70,3,3,2042,58440,0.0014691478942213516,5.13347022587269e-05,1.4691478942213516,0.0513347022587269,17274800847,37610631.16,43715561.57,-0.228693,23.572514678197948
000069,2023,2023-12-31,101663,K70,0,0,1894,53435,0.0,0.0,0.0,0.0,8947529651,21945577.91,25507579.08,-0.41651,22.91464331459729
000069,2024,2024-12-31,101663,K70,0,0,1833,51435,0.0,0.0,0.0,0.0,18461617742,18408617.8,21460814.0,-0.141479,23.638959697230145
000070,2020,2020-12-31,101681,C38,7,7,2556,67889,0.0027386541471048514,0.0001031094875458469,2.7386541471048513,0.1031094875458469,5373417988,7324195.54,7520684.91,-0.144793,22.404730040009355
000070,2021,2021-12-31,101681,C38,21,20,2796,70606,0.00715307582260372,0.00029742514800441887,7.15307582260372,0.2974251480044189,2837281191,5350723.84,5489763.23,-0.294245,21.766112103829034
000070,2022,2022-12-31,101681,C38,23,23,2594,61042,0.008866615265998457,0.00037678975131876413,8.866615265998457,0.37678975131876413,4231163293,5763075.66,5844520.9,0.064615,22.16574280259806
000070,2023,2023-12-31,101681,C38,19,19,2766,65320,0.006869125090383225,0.0002908756889161053,6.869125090383225,0.2908756889161053,10220789269,7055314.29,7148737.39,0.147399,23.047689646724386
000070,2024,2024-12-31,101681,C38,25,19,2673,62849,0.00710811821922933,0.000397778803163137,7.10811821922933,0.397778803163137,9138813877,5109428.01,5176982.37,-0.275819,22.93579644134357
000088,2020,2020-12-31,101671,G54,0,0,1894,47305,0.0,0.0,0.0,0.0,5251930064,14214702.24,14214702.24,0.175286,22.38186147741864
000088,2021,2021-12-31,101671,G54,1,1,1896,48723,0.0005274261603375527,2.0524187755269586e-05,0.5274261603375527,0.020524187755269586,1858567725,11920557.26,11920557.26,-0.158544,21.34307198825365
000088,2022,2022-12-31,101671,G54,0,0,1852,48035,0.0,0.0,0.0,0.0,2269740566,11403250.06,11403250.06,-0.037736,21.542931374243192
000088,2023,2023-12-31,101671,G54,1,1,2178,59245,0.0004591368227731864,1.6879061524179257e-05,0.4591368227731864,0.016879061524179256,1628256592,10975781.11,10975909.33,-0.0286,21.21077570451509
000088,2024,2024-12-31,101671,G54,1,1,2577,68383,0.00038804811796662784,1.462351754090929e-05,0.38804811796662786,0.01462351754090929,2653537556,10953289.75,25321483.9,0.035246,21.699159513891246
000089,2020,2020-12-31,101672,G56,1,1,2500,58731,0.0004,1.7026783129863274e-05,0.4,0.017026783129863273,5602855194,16754786.89,16754786.89,-0.155578,22.44654216100498
000089,2021,2021-12-31,101672,G56,2,2,2727,63041,0.0007334066740007334,3.172538506686125e-05,0.7334066740007334,0.03172538506686125,2935415487,15011632.81,15011632.81,-0.104039,21.80011484341007
000089,2022,2022-12-31,101672,G56,2,2,2248,51142,0.0008896797153024911,3.910680067263697e-05,0.889679715302491,0.03910680067263697,3398297430,16118835.29,16119048.34,0.077869,21.94654038756034
000089,2023,2023-12-31,101672,G56,2,2,2744,63275,0.0007288629737609329,3.160806005531411e-05,0.7288629737609329,0.03160806005531411,2123846045,13186273.65,13186447.94,-0.181934,21.476494454648233
000089,2024,2024-12-31,101672,G56,4,4,2729,61564,0.0014657383657017222,6.497303618998116e-05,1.4657383657017222,0.06497303618998117,3413552088,14129615.16,14129801.92,0.087092,21.951019254410298
000090,2020,2020-12-31,101674,E48,2,2,2221,55629,0.0009004952723998199,3.595247083355804e-05,0.9004952723998199,0.035952470833558035,7161688412,11097628.28,11099159.88,0.192453,22.692011601991226
000090,2021,2021-12-31,101674,E48,0,0,2370,59759,0.0,0.0,0.0,0.0,3345433502,10966130.15,10968361.7,0.052189,21.930862119439013
000090,2022,2022-12-31,101674,E48,3,3,2365,58216,0.0012684989429175475,5.153222481791947e-05,1.2684989429175475,0.05153222481791947,7869795608,10201169.66,10202258.07,-0.013629,22.786297928136314
000090,2023,2023-12-31,101674,E48,5,3,2262,57265,0.001326259946949602,8.731336767659129e-05,1.3262599469496021,0.08731336767659129,6824230958,8594915.7,8595309.0,-0.098901,22.643745491668568
000090,2024,2024-12-31,101674,E48,0,0,2293,55431,0.0,0.0,0.0,0.0,7358832210,7679370.33,7679721.73,-0.052174,22.719167090114563
000096,2020,2020-12-31,101692,F51,4,3,1727,39443,0.0017371163867979154,0.00010141216438911847,1.7371163867979154,0.10141216438911847,362887146,4950117.12,5116320.0,-0.148246,19.709602454085708
000096,2021,2021-12-31,101692,F51,4,3,1786,41542,0.0016797312430011197,9.628809397717973e-05,1.6797312430011198,0.09628809397717973,357476854,4510787.84,4662240.0,-0.086687,19.69458117674379
000096,2022,2022-12-31,101692,F51,0,0,1767,41439,0.0,0.0,0.0,0.0,645917687,4097000.96,4234560.0,-0.012458,20.286182635671864
000096,2023,2023-12-31,101692,F51,0,0,1808,42807,0.0,0.0,0.0,0.0,731933513,5920728.32,6119520.0,0.448878,20.41120023993163
000096,2024,2024-12-31,101692,F51,0,0,1866,44286,0.0,0.0,0.0,0.0,1415451522,6262996.48,6473280.0,0.062554,21.070714414667325
000099,2020,2020-12-31,102270,G56,1,1,1825,43043,0.000547945205479452,2.3232581372116254e-05,0.547945205479452,0.023232581372116253,1873270282,4521285.33,4521285.33,0.016238,21.350951554855932
000099,2021,2021-12-31,102270,G56,0,0,2094,52323,0.0,0.0,0.0,0.0,1963784522,5242509.13,6710411.69,0.169571,21.398139327519615
000099,2022,2022-12-31,102270,G56,0,0,2024,49586,0.0,0.0,0.0,0.0,2839810064,5170366.19,5647606.6,-0.149133,21.767003008361932
000099,2023,2023-12-31,102270,G56,0,0,1959,46829,0.0,0.0,0.0,0.0,3996826517,6249893.2,6826777.21,0.21772,22.10876651268137
000099,2024,2024-12-31,102270,G56,1,1,2162,51891,0.00046253469010175765,1.927116455647415e-05,0.46253469010175763,0.01927116455647415,20523552825,20449300.81,20449300.81,2.004739,23.744838981930652
000100,2020,2020-12-31,102272,C39,0,0,2614,65701,0.0,0.0,0.0,0.0,112495635422,89632518.81,99337981.6,0.606264,25.446180261598293
000100,2021,2021-12-31,102272,C39,0,0,3472,71687,0.0,0.0,0.0,0.0,85556273407,82792342.03,86569063.74,-0.111582,25.17244016490584
000100,2022,2022-12-31,102272,C39,3,3,2788,70191,0.0010760401721664275,4.2740522289182376e-05,1.0760401721664274,0.042740522289182376,35081383517,50786212.39,63507436.78,-0.372771,24.280936442612266
000100,2023,2023-12-31,102272,C39,2,2,2892,71645,0.0006915629322268327,2.7915416288645404e-05,0.6915629322268326,0.027915416288645405,49298921624,77823728.68,80750047.3,0.271505,24.62116804402357
000100,2024,2024-12-31,102272,C39,6,6,2845,68965,0.00210896309314587,8.700065250489379e-05,2.1089630931458703,0.08700065250489379,95079970504,91033586.21,94458776.26,0.188372,25.277984169225903
000151,2020,2020-12-31,101839,F51,0,0,1886,44983,0.0,0.0,0.0,0.0,977651987,2167002.45,2406317.4,-0.22381,20.700664324182043
000151,2021,2021-12-31,101839,F51,0,0,2238,59260,0.0,0.0,0.0,0.0,1034938416,2268289.16,2871024.9,0.04674,20.757607761410426
000151,2022,2022-12-31,101839,F51,1,1,1966,50140,0.000508646998982706,1.9944156362185878e-05,0.5086469989827059,0.01994415636218588,6102196448,3390439.26,4291355.66,0.494712,22.53191461692129
000151,2023,2023-12-31,101839,F51,0,0,2138,53803,0.0,0.0,0.0,0.0,3974553440,3019943.15,3822410.35,-0.109277,22.10317823685509
000151,2024,2024-12-31,101839,F51,0,0,2078,55052,0.0,0.0,0.0,0.0,3863027811,4344958.55,4760300.97,0.245366,22.074717120190453
000153,2020,2020-12-31,101840,C27,0,0,1961,43306,0.0,0.0,0.0,0.0,3257336327,2745399.62,2746842.82,0.331316,21.904175621034813
000153,2021,2021-12-31,101840,C27,0,0,2000,43871,0.0,0.0,0.0,0.0,2339058065,3737487.22,3739451.94,0.361364,21.57301414937926
000153,2022,2022-12-31,101840,C27,0,0,2105,47077,0.0,0.0,0.0,0.0,3143630481,4230411.24,4503428.28,0.140234,21.86864417343556
000153,2023,2023-12-31,101840,C27,0,0,2127,48355,0.0,0.0,0.0,0.0,2524197135,2990461.08,3111085.78,-0.301622,21.649188883171252
000153,2024,2024-12-31,101840,C27,0,0,2164,49778,0.0,0.0,0.0,0.0,2035799341,2776545.02,2849062.92,-0.06809,21.434154375768
000155,2020,2020-12-31,101841,D44,3,2,2095,52612,0.0009546539379474941,5.7021211890823384e-05,0.9546539379474941,0.05702121189082338,6774532735,10541000.0,10541000.0,0.916859,22.636436232477628
000155,2021,2021-12-31,101841,D44,4,2,2678,72664,0.0007468259895444362,5.50478916657492e-05,0.7468259895444362,0.0550478916657492,23187983436,33693100.0,38441851.23,2.196386,23.866900026131766
000155,2022,2022-12-31,101841,D44,3,3,2559,71282,0.0011723329425556857,4.2086361213209507e-05,1.1723329425556857,0.04208636121320951,6802509441,23137254.3,26330534.43,-0.327554,22.640557416639822
000155,2023,2023-12-31,101841,D44,5,3,2564,68676,0.001170046801872075,7.280563806861203e-05,1.1700468018720749,0.07280563806861202,3439102381,17236216.91,19615067.41,-0.255045,21.95847633881702
000155,2024,2024-12-31,101841,D44,3,2,2780,76970,0.0007194244604316547,3.897622450305314e-05,0.7194244604316546,0.03897622450305314,4684009223,18086818.89,19717077.89,-0.184349,22.26742025193699
000156,2020,2020-12-31,101842,R86,74,44,2360,60609,0.01864406779661017,0.001220940784371958,18.64406779661017,1.220940784371958,3843266547,10959328.08,15861101.7,-0.119732,22.06958850547854
000156,2021,2021-12-31,101842,R86,28,15,2120,54161,0.007075471698113208,0.0005169771606875796,7.0754716981132075,0.5169771606875796,1713928671,10831298.55,15675808.46,0.008178,21.26205404132025
000156,2022,2022-12-31,101842,R86,32,17,2082,54271,0.008165225744476465,0.0005896335059239742,8.165225744476464,0.5896335059239741,2145859935,11722262.78,13878463.99,-0.091017,21.486806211550533
000156,2023,2023-12-31,101842,R86,15,8,2105,53060,0.003800475059382423,0.00028269883151149644,3.8004750593824226,0.28269883151149644,2945244774,11534456.17,13656112.1,0.013351,21.80345776604598
000156,2024,2024-12-31,101842,R86,24,16,2012,50478,0.007952286282306162,0.00047545465351242125,7.952286282306162,0.4754546535124213,3653834799,12239106.31,13341113.58,0.006784,22.01904308315222
000157,2020,2020-12-31,103592,C35,9,8,2517,64838,0.0031783869686134287,0.00013880748943520774,3.1783869686134287,0.13880748943520774,17223768076,64500603.82,64839886.13,0.513473,23.56955613181099
000157,2021,2021-12-31,103592,C35,11,11,2512,66573,0.004378980891719745,0.0001652321511723972,4.3789808917197455,0.1652321511723972,26653042643,50642773.98,50857289.67,-0.243434,24.006169151547876
000157,2022,2022-12-31,103592,C35,16,16,2776,73011,0.005763688760806916,0.00021914506033337444,5.763688760806916,0.21914506033337444,8885389181,38453874.79,38602390.62,-0.196653,22.907674099732176
000157,2023,2023-12-31,103592,C35,17,16,2721,66680,0.005880191106210952,0.0002549490101979604,5.880191106210952,0.2549490101979604,8046825224,46141584.82,46337060.8,0.259191,22.808543468600277
000157,2024,2024-12-31,103592,C35,21,20,2978,77299,0.006715916722632639,0.00027167233728767515,6.715916722632639,0.27167233728767515,13553195287,51119787.76,51304280.18,0.156202,23.32988817108477
000158,2020,2020-12-31,101684,I65,75,70,2468,62233,0.028363047001620744,0.001205148393938907,28.363047001620743,1.205148393938907,15022269132,9755600.27,9911423.67,-0.090909,23.432799545973054
000158,2021,2021-12-31,101684,I65,39,39,2556,64597,0.015258215962441314,0.0006037432078889113,15.258215962441314,0.6037432078889113,16028244860,10913123.15,11062427.71,0.116129,23.49761830668123
000158,2022,2022-12-31,101684,I65,75,66,2480,64239,0.02661290322580645,0.0011675150609442861,26.61290322580645,1.1675150609442861,8202742922,8886489.58,8984225.97,-0.187861,22.827734438087905
000158,2023,2023-12-31,101684,I65,47,46,2833,71188,0.016237204376985528,0.0006602236331966062,16.237204376985527,0.6602236331966062,25365491022,13656368.6,13780076.14,0.533808,23.956655466066675
000158,2024,2024-12-31,101684,I65,43,38,3284,78793,0.011571254567600487,0.0005457337580749559,11.571254567600487,0.5457337580749558,32706365896,31978670.83,32196140.76,1.336427,24.21083557165199
000159,2020,2020-12-31,101705,F51,0,0,2527,51763,0.0,0.0,0.0,0.0,4462824646,2461112.28,2461112.28,-0.096661,22.219047731434024
000159,2021,2021-12-31,101705,F51,0,0,2683,56904,0.0,0.0,0.0,0.0,5176237065,3138879.53,3138879.53,0.279297,22.367344194100813
000159,2022,2022-12-31,101705,F51,0,0,2219,51734,0.0,0.0,0.0,0.0,3737808337,3345574.51,3345574.51,0.06585,22.041765270721942
000159,2023,2023-12-31,101705,F51,0,0,2423,55001,0.0,0.0,0.0,0.0,1858379665,3119652.09,3119652.09,-0.067529,21.34297079769036
000159,2024,2024-12-31,101705,F51,0,0,2031,47770,0.0,0.0,0.0,0.0,3190136017,2884115.96,2884115.96,-0.075501,21.883329391705626
000301,2020,2020-12-31,101795,C28,0,0,2583,65586,0.0,0.0,0.0,0.0,3315854028,11185505.48,45834509.45,0.849421,21.921981053045474
000301,2021,2021-12-31,101795,C28,0,0,2660,67699,0.0,0.0,0.0,0.0,11194657986,33495201.81,93508130.17,1.050633,23.13870253601683
000301,2022,2022-12-31,101795,C28,0,0,2695,69032,0.0,0.0,0.0,0.0,9954064443,68237605.85,86209887.2,-0.317994,23.02124679154305
000301,2023,2023-12-31,101795,C28,2,2,2534,64278,0.0007892659826361484,3.111484489249821e-05,0.7892659826361483,0.03111484489249821,5819028645,52771297.72,63467645.54,-0.256135,22.484399185447803
000301,2024,2024-12-31,101795,C28,11,7,2628,65270,0.002663622526636225,0.0001685307185537,2.663622526636225,0.1685307185537,4382742855,45130475.38,54278081.17,-0.134375,22.20094058817012
000333,2020,2020-12-31,106591,C38,46,42,2357,67033,0.017819261773440814,0.0006862291707069653,17.819261773440815,0.6862291707069653,7092576551,674029839.95,692030837.34,0.717425,22.682314517962315
000333,2021,2021-12-31,106591,C38,74,66,2630,76563,0.025095057034220533,0.0009665243002494677,25.095057034220535,0.9665243002494677,8590023565,504027800.1,515581934.9,-0.233944,22.873867316361398
000333,2022,2022-12-31,106591,C38,61,55,2682,79593,0.020507084265473527,0.0007663990551932959,20.507084265473527,0.7663990551932959,7442062688,354989589.58,362428847.41,-0.275154,22.730413890511795
000333,2023,2023-12-31,106591,C38,45,34,2444,65003,0.013911620294599018,0.0006922757411196406,13.911620294599018,0.6922757411196406,5278265620,376457229.38,383753756.4,0.102896,22.38686339983171
000333,2024,2024-12-31,106591,C38,60,42,2755,80433,0.015245009074410164,0.0007459624780873522,15.245009074410165,0.7459624780873523,7856542512,518283529.35,526880906.37,0.431814,22.78461246276801
000338,2020,2020-12-31,102980,C36,5,5,2891,74622,0.0017295053614666206,6.700436868483826e-05,1.7295053614666207,0.06700436868483826,14559816860,67017746.88,94595267.2,0.012343,23.40153130140782
000338,2021,2021-12-31,102980,C36,9,6,2949,77922,0.002034587995930824,0.0001155001155001155,2.0345879959308237,0.11550011550011549,23705508932,90123960.76,121357115.93,0.159468,23.888973302506855
000338,2022,2022-12-31,102980,C36,14,10,2940,81099,0.003401360544217687,0.00017262851576468267,3.401360544217687,0.17262851576468266,11903870436,51395920.09,69056201.24,-0.41526,23.200129430989342
000338,2023,2023-12-31,102980,C36,7,7,2903,78878,0.002411298656562177,8.874464362686681e-05,2.411298656562177,0.0887446436268668,10342342779,67816006.71,92595004.61,0.378585,23.05951225483066
000338,2024,2024-12-31,102980,C36,11,11,2950,83226,0.003728813559322034,0.00013217023526301876,3.728813559322034,0.13217023526301877,17310455732,68255405.69,92934180.45,0.052381,23.574576533517597
000400,2020,2020-12-31,102298,C38,17,15,2111,48183,0.0071056371387967785,0.0003528215345661333,7.105637138796778,0.3528215345661333,5771130384,14579585.14,14580412.89,0.348189,22.476133805558124
000400,2021,2021-12-31,102298,C38,12,9,2117,48791,0.004251299008030231,0.0002459469984218401,4.251299008030231,0.2459469984218401,8369532058,26315842.82,26317342.76,0.811895,22.847863812955435
000400,2022,2022-12-31,102298,C38,10,8,2108,49727,0.003795066413662239,0.00020109799505298932,3.795066413662239,0.2010979950529893,8039141994,20135148.7,20136296.36,-0.231034,22.807588197402815
000400,2023,2023-12-31,102298,C38,11,10,2227,54498,0.00449034575662326,0.0002018422694410804,4.4903457566232605,0.2018422694410804,3179285357,22142403.25,22377444.43,0.10666,21.879922278294206
000400,2024,2024-12-31,102298,C38,9,8,2236,54031,0.0035778175313059034,0.00016657104254964741,3.5778175313059033,0.1665710425496474,4304127457,27759058.11,28049609.73,0.275592,22.182840273214996
