code,report_year,total_ai_sentences,innovation_sentences,risk_sentences,neutral_sentences,mixed_sentences,total_sentences_in_report,AI_Disclosure,AI_Innovation_Disclosure,AI_Risk_Disclosure,AI_Innovation_Ratio,AI_Risk_Ratio,Y_return,Size,Lev,ROA,Growth,CashRatio,TobinQ,ListAge,Board,Indep,Dual,Top1,SOE
000017,2023,2,1,1,0,0,1049,0.001906577693040991,0.0009532888465204957,0.0009532888465204957,0.5,0.5,-0.086134,19.79677911194458,0.16305114878814786,0.046955,0.27817,0.913783,4.516669,3.4339872044851463,2.1972245773362196,0.3333333333333333,0.0,0.2,0.0
000019,2019,6,6,0,0,0,1321,0.004542013626040878,0.004542013626040878,0.0,1.0,0.0,,22.636515133679108,0.31758048403982536,0.058066,0.027996,0.131095,1.119354,3.332204510175204,2.772588722239781,0.375,0.0,0.63793,1.0
000019,2020,9,7,0,2,0,1305,0.006896551724137931,0.005363984674329502,0.0,0.7777777777777778,0.0,0.266447,22.712424859269852,0.34396040664410804,0.057336,0.074552,0.123715,1.183802,3.332204510175204,2.1972245773362196,0.3333333333333333,0.0,0.63793,1.0
000019,2021,6,5,0,1,0,1435,0.004181184668989547,0.003484320557491289,0.0,0.8333333333333334,0.0,-0.045333,22.760532764822592,0.38759587352644004,0.058256,-0.146827,0.024269,1.148954,3.367295829986474,2.302585092994046,0.3,0.0,0.63793,1.0
000019,2022,6,4,0,1,1,1482,0.004048582995951417,0.002699055330634278,0.0,0.6666666666666666,0.0,0.114943,22.730316061501014,0.3505889204985948,0.055364,-0.18017,0.021879,1.179049,3.4011973816621555,2.1972245773362196,0.3333333333333333,0.0,0.63793,1.0
000019,2023,4,3,0,1,0,1300,0.003076923076923077,0.002307692307692308,0.0,0.75,0.0,0.037284,22.72454692425846,0.3407254074542789,0.046716,-0.255358,0.097998,1.176962,3.4339872044851463,2.302585092994046,0.3,0.0,0.63793,1.0
000020,2019,13,2,0,9,2,659,0.01972685887708649,0.003034901365705615,0.0,0.1538461538461539,0.0,,20.235772388372574,0.46361541281554675,0.008869,0.13266,0.175051,4.231414,3.332204510175204,2.3978952727983707,0.5454545454545454,1.0,0.42127899999999996,0.0
000020,2020,13,4,0,9,0,645,0.02015503875968992,0.006201550387596899,0.0,0.3076923076923077,0.0,-0.06373,20.257699740966,0.4643841150462209,0.010999,-0.041321,0.132721,3.764358,3.332204510175204,1.791759469228055,0.5,1.0,0.42127899999999996,0.0
000020,2021,13,4,0,9,0,608,0.02138157894736842,0.006578947368421052,0.0,0.3076923076923077,0.0,-0.083083,20.307649214487586,0.4795675895643024,0.011186,0.106787,0.105136,3.369477,3.367295829986474,1.791759469228055,0.5,1.0,0.42127899999999996,0.0
000020,2022,17,4,3,10,0,648,0.02623456790123457,0.006172839506172839,0.004629629629629629,0.2352941176470588,0.1764705882352941,-0.025109,20.22703952813381,0.41924349714176984,0.015965,-0.132151,0.274616,3.492527,3.4011973816621555,2.302585092994046,0.4,1.0,0.42127899999999996,0.0
000020,2023,7,2,0,5,0,642,0.01090342679127726,0.003115264797507788,0.0,0.2857142857142857,0.0,0.450168,20.16210250309427,0.3568942782556223,0.022626,0.093472,0.363231,4.917659,3.4339872044851463,2.0794415416798357,0.375,1.0,0.42127899999999996,0.0
000021,2019,14,10,1,3,0,1097,0.01276207839562443,0.009115770282588878,0.0009115770282588879,0.7142857142857143,0.07142857142857142,,23.638512328977892,0.6151319052429118,0.025652,-0.176651,0.127309,1.585456,3.258096538021482,2.5649493574615367,0.38461538461538464,0.0,0.43508800000000003,1.0
000021,2020,9,5,0,4,0,1166,0.007718696397941681,0.004288164665523156,0.0,0.5555555555555556,0.0,0.565681,23.797560961890262,0.6297613315128697,0.04755,0.131839,0.125796,1.922159,3.295836866004329,2.5649493574615367,0.38461538461538464,0.0,0.366053,1.0
000021,2021,20,19,0,1,0,1237,0.01616814874696847,0.01535974130962005,0.0,0.95,0.0,-0.158338,24.020912760497378,0.5758078415300076,0.034265,0.101623,0.342178,1.489517,3.332204510175204,2.1972245773362196,0.3333333333333333,0.0,0.34509999999999996,1.0
