code,report_year,total_ai_sentences,innovation_sentences,risk_sentences,neutral_sentences,mixed_sentences,total_sentences_in_report,AI_Disclosure,AI_Innovation_Disclosure,AI_Risk_Disclosure,AI_Innovation_Ratio,AI_Risk_Ratio
000157,2021,37,31,1,3,2,1384,0.02673410404624278,0.02239884393063584,0.000722543352601156,0.8378378378378378,0.02702702702702703
000157,2022,39,36,1,2,0,1500,0.026,0.024,0.0006666666666666666,0.9230769230769231,0.02564102564102564
000157,2023,41,34,0,7,0,1685,0.02433234421364985,0.02017804154302671,0.0,0.8292682926829268,0.0
000158,2019,90,61,7,19,3,1403,0.06414825374198146,0.04347826086956522,0.004989308624376337,0.6777777777777778,0.07777777777777778
000158,2020,66,45,6,12,3,1346,0.04903417533432392,0.03343239227340267,0.004457652303120356,0.6818181818181818,0.09090909090909091
000158,2021,44,29,6,9,0,1394,0.03156384505021521,0.02080344332855093,0.00430416068866571,0.6590909090909091,0.1363636363636364
000158,2022,71,50,7,13,1,1495,0.04749163879598662,0.0334448160535117,0.004682274247491638,0.704225352112676,0.09859154929577464
000158,2023,69,54,2,12,1,1710,0.04035087719298246,0.03157894736842105,0.001169590643274854,0.782608695652174,0.02898550724637681
000159,2019,2,1,0,1,0,1103,0.001813236627379873,0.0009066183136899365,0.0,0.5,0.0
000159,2020,1,0,0,1,0,1115,0.0008968609865470852,0.0,0.0,0.0,0.0
000159,2021,4,3,0,1,0,1208,0.003311258278145695,0.002483443708609272,0.0,0.75,0.0
000159,2022,1,0,0,0,1,1071,0.0009337068160597573,0.0,0.0,0.0,0.0
000159,2023,1,1,0,0,0,1152,0.0008680555555555555,0.0008680555555555555,0.0,1.0,0.0
000301,2019,10,9,0,1,0,1363,0.007336757153338224,0.006603081438004402,0.0,0.9,0.0
000301,2020,6,5,0,1,0,1491,0.004024144869215292,0.00335345405767941,0.0,0.8333333333333334,0.0
000301,2021,4,3,0,1,0,1465,0.00273037542662116,0.00204778156996587,0.0,0.75,0.0
000301,2022,4,2,1,1,0,1606,0.0024906600249066,0.0012453300124533,0.0006226650062266501,0.5,0.25
000301,2023,4,3,0,1,0,1622,0.002466091245376079,0.001849568434032059,0.0,0.75,0.0
000400,2019,21,18,0,2,1,961,0.0218522372528616,0.01873048907388137,0.0,0.8571428571428571,0.0
000400,2020,31,29,0,2,0,1056,0.02935606060606061,0.02746212121212121,0.0,0.9354838709677419,0.0
000400,2021,36,34,0,2,0,1079,0.03336422613531047,0.03151065801668211,0.0,0.9444444444444444,0.0
000400,2022,25,25,0,0,0,1125,0.02222222222222222,0.02222222222222222,0.0,1.0,0.0
000400,2023,32,27,0,4,1,1142,0.02802101576182137,0.02364273204903678,0.0,0.84375,0.0
000401,2019,3,3,0,0,0,1316,0.002279635258358662,0.002279635258358662,0.0,1.0,0.0
000401,2020,5,5,0,0,0,1245,0.004016064257028112,0.004016064257028112,0.0,1.0,0.0
000401,2021,6,6,0,0,0,1422,0.004219409282700422,0.004219409282700422,0.0,1.0,0.0
000401,2022,14,14,0,0,0,1457,0.009608785175017159,0.009608785175017159,0.0,1.0,0.0
000401,2023,11,11,0,0,0,1331,0.008264462809917356,0.008264462809917356,0.0,1.0,0.0
000402,2019,1,0,1,0,0,1284,0.000778816199376947,0.0,0.000778816199376947,0.0,1.0
000403,2019,3,3,0,0,0,1235,0.00242914979757085,0.00242914979757085,0.0,1.0,0.0
000403,2020,7,5,0,0,2,1293,0.005413766434648105,0.003866976024748647,0.0,0.7142857142857143,0.0
000403,2021,11,7,1,2,1,1581,0.006957621758380772,0.004427577482605946,0.0006325110689437065,0.6363636363636364,0.09090909090909091
000403,2022,4,4,0,0,0,1251,0.00319744204636291,0.00319744204636291,0.0,1.0,0.0
000403,2023,2,1,0,1,0,1194,0.001675041876046901,0.0008375209380234506,0.0,0.5,0.0
000404,2019,35,24,2,9,0,1143,0.03062117235345582,0.02099737532808399,0.001749781277340333,0.6857142857142857,0.05714285714285714
000404,2020,35,22,1,12,0,1145,0.03056768558951965,0.01921397379912664,0.0008733624454148472,0.6285714285714286,0.02857142857142857
000404,2021,33,19,0,13,1,1161,0.02842377260981912,0.01636520241171404,0.0,0.5757575757575758,0.0
000404,2022,34,20,1,13,0,1189,0.02859545836837679,0.01682085786375105,0.0008410428931875525,0.5882352941176471,0.02941176470588235
000404,2023,23,15,0,8,0,1275,0.01803921568627451,0.01176470588235294,0.0,0.6521739130434783,0.0
000407,2019,1,0,0,1,0,917,0.00109051254089422,0.0,0.0,0.0,0.0
000407,2020,2,0,0,2,0,846,0.002364066193853428,0.0,0.0,0.0,0.0
000407,2021,2,1,0,1,0,948,0.002109704641350211,0.001054852320675105,0.0,0.5,0.0
000407,2022,1,0,0,1,0,946,0.00105708245243129,0.0,0.0,0.0,0.0
000407,2023,2,1,0,1,0,902,0.002217294900221729,0.001108647450110865,0.0,0.5,0.0
000408,2020,2,0,0,2,0,1434,0.001394700139470014,0.0,0.0,0.0,0.0
000408,2022,1,0,0,1,0,2090,0.0004784688995215311,0.0,0.0,0.0,0.0
000408,2023,2,2,0,0,0,2035,0.0009828009828009828,0.0009828009828009828,0.0,1.0,0.0
000409,2019,1,0,0,1,0,1203,0.0008312551953449709,0.0,0.0,0.0,0.0
000409,2020,17,12,2,3,0,1270,0.01338582677165354,0.009448818897637795,0.001574803149606299,0.7058823529411765,0.1176470588235294
000409,2021,31,26,2,2,1,1210,0.0256198347107438,0.02148760330578512,0.001652892561983471,0.8387096774193549,0.06451612903225806
000409,2022,84,76,0,7,1,1557,0.05394990366088632,0.04881181759794476,0.0,0.9047619047619048,0.0
000409,2023,95,82,3,8,2,1515,0.0627062706270627,0.05412541254125412,0.00198019801980198,0.8631578947368421,0.03157894736842105
000410,2019,17,14,0,3,0,1309,0.01298701298701299,0.0106951871657754,0.0,0.8235294117647058,0.0
000410,2020,14,12,1,1,0,1103,0.01269265639165911,0.01087941976427924,0.0009066183136899365,0.8571428571428571,0.07142857142857142
000410,2021,6,5,0,1,0,1008,0.005952380952380952,0.00496031746031746,0.0,0.8333333333333334,0.0
000410,2022,10,8,0,1,1,1222,0.008183306055646482,0.006546644844517185,0.0,0.8,0.0
000410,2023,8,7,0,1,0,1166,0.00686106346483705,0.006003430531732418,0.0,0.875,0.0
000411,2019,6,3,0,3,0,1227,0.004889975550122249,0.002444987775061125,0.0,0.5,0.0
000411,2020,7,3,1,3,0,1152,0.006076388888888889,0.002604166666666667,0.0008680555555555555,0.4285714285714285,0.1428571428571428
000411,2021,5,2,0,3,0,1241,0.0040290088638195,0.0016116035455278,0.0,0.4,0.0
000411,2022,9,8,0,1,0,1281,0.00702576112412178,0.00624512099921936,0.0,0.8888888888888888,0.0
000411,2023,9,8,0,1,0,1284,0.007009345794392523,0.006230529595015576,0.0,0.8888888888888888,0.0
000415,2019,21,0,0,21,0,1852,0.0113390928725702,0.0,0.0,0.0,0.0
000415,2020,17,1,0,16,0,1795,0.00947075208913649,0.0005571030640668524,0.0,0.05882352941176471,0.0
000415,2021,11,0,0,11,0,1811,0.006073992269464384,0.0,0.0,0.0,0.0
000415,2022,13,0,1,12,0,1677,0.007751937984496124,0.0,0.0005963029218843172,0.0,0.07692307692307693
000415,2023,16,0,0,16,0,1591,0.01005656819610308,0.0,0.0,0.0,0.0
000417,2019,9,3,1,4,1,1205,0.007468879668049793,0.002489626556016597,0.0008298755186721991,0.3333333333333333,0.1111111111111111
000417,2020,9,7,1,1,0,1170,0.007692307692307693,0.005982905982905983,0.0008547008547008547,0.7777777777777778,0.1111111111111111
000417,2021,5,4,1,0,0,1257,0.003977724741447892,0.003182179793158314,0.0007955449482895784,0.8,0.2
000417,2022,5,3,1,1,0,1207,0.004142502071251036,0.002485501242750621,0.0008285004142502071,0.6,0.2
000417,2023,10,4,1,5,0,1222,0.008183306055646482,0.003273322422258593,0.0008183306055646482,0.4,0.1
000419,2019,1,1,0,0,0,835,0.001197604790419162,0.001197604790419162,0.0,1.0,0.0
000419,2023,1,1,0,0,0,928,0.001077586206896552,0.001077586206896552,0.0,1.0,0.0
000420,2021,1,0,1,0,0,947,0.001055966209081309,0.0,0.001055966209081309,0.0,1.0
000420,2022,8,6,1,1,0,925,0.008648648648648649,0.006486486486486486,0.001081081081081081,0.75,0.125
000421,2019,3,1,0,2,0,974,0.003080082135523614,0.001026694045174538,0.0,0.3333333333333333,0.0
000421,2020,8,5,0,3,0,1091,0.007332722273143905,0.00458295142071494,0.0,0.625,0.0
000421,2021,11,5,0,6,0,1173,0.00937766410912191,0.004262574595055414,0.0,0.4545454545454545,0.0
000421,2022,5,3,0,2,0,1245,0.004016064257028112,0.002409638554216868,0.0,0.6,0.0
000421,2023,6,3,0,2,1,1220,0.004918032786885246,0.002459016393442623,0.0,0.5,0.0
000422,2019,2,1,0,1,0,828,0.002415458937198068,0.001207729468599034,0.0,0.5,0.0
000422,2020,3,2,1,0,0,1155,0.002597402597402597,0.001731601731601732,0.0008658008658008658,0.6666666666666666,0.3333333333333333
000422,2021,3,3,0,0,0,1443,0.002079002079002079,0.002079002079002079,0.0,1.0,0.0
000422,2022,7,6,0,1,0,1512,0.004629629629629629,0.003968253968253968,0.0,0.8571428571428571,0.0
000422,2023,9,8,0,1,0,1501,0.005996002664890073,0.005329780146568954,0.0,0.8888888888888888,0.0
000423,2019,4,4,0,0,0,1102,0.003629764065335753,0.003629764065335753,0.0,1.0,0.0
000423,2020,2,2,0,0,0,1015,0.001970443349753694,0.001970443349753694,0.0,1.0,0.0
000423,2021,4,3,0,1,0,987,0.004052684903748734,0.00303951367781155,0.0,0.75,0.0
000423,2022,2,1,0,1,0,987,0.002026342451874367,0.001013171225937183,0.0,0.5,0.0
000425,2019,23,22,0,1,0,1398,0.01645207439198856,0.01573676680972818,0.0,0.9565217391304348,0.0
000425,2020,22,20,0,2,0,1319,0.01667930250189538,0.01516300227445034,0.0,0.9090909090909091,0.0
000425,2021,17,10,0,7,0,1375,0.01236363636363636,0.007272727272727273,0.0,0.5882352941176471,0.0
000425,2022,28,20,0,8,0,1378,0.02031930333817126,0.01451378809869376,0.0,0.7142857142857143,0.0
000425,2023,26,19,0,7,0,1413,0.01840056617126681,0.01344656758669498,0.0,0.7307692307692307,0.0
000426,2019,2,1,0,1,0,1340,0.001492537313432836,0.0007462686567164179,0.0,0.5,0.0
000426,2020,2,1,0,1,0,1338,0.001494768310911809,0.0007473841554559044,0.0,0.5,0.0
000426,2021,4,3,0,1,0,1371,0.002917578409919767,0.002188183807439825,0.0,0.75,0.0
000426,2022,14,13,0,1,0,1644,0.00851581508515815,0.007907542579075427,0.0,0.9285714285714286,0.0
000426,2023,22,20,0,2,0,1792,0.01227678571428571,0.01116071428571429,0.0,0.9090909090909091,0.0
000428,2019,1,1,0,0,0,1088,0.0009191176470588235,0.0009191176470588235,0.0,1.0,0.0
000428,2020,1,1,0,0,0,1100,0.0009090909090909091,0.0009090909090909091,0.0,1.0,0.0
000429,2020,3,2,0,1,0,1243,0.002413515687851971,0.001609010458567981,0.0,0.6666666666666666,0.0
000429,2021,7,4,0,3,0,1188,0.005892255892255892,0.003367003367003367,0.0,0.5714285714285714,0.0
000429,2022,4,3,0,1,0,1183,0.003381234150464919,0.00253592561284869,0.0,0.75,0.0
000429,2023,3,2,0,1,0,1213,0.00247320692497939,0.001648804616652927,0.0,0.6666666666666666,0.0
000498,2019,1,1,0,0,0,1449,0.0006901311249137336,0.0006901311249137336,0.0,1.0,0.0
000498,2020,5,3,1,0,1,1811,0.002760905577029266,0.001656543346217559,0.0005521811154058532,0.6,0.2
000498,2021,7,7,0,0,0,1832,0.003820960698689956,0.003820960698689956,0.0,1.0,0.0
000498,2022,8,6,1,0,1,1896,0.004219409282700422,0.003164556962025316,0.0005274261603375527,0.75,0.125
000498,2023,5,3,1,0,1,1890,0.002645502645502645,0.001587301587301587,0.0005291005291005291,0.6,0.2
000501,2019,1,0,0,1,0,1307,0.0007651109410864575,0.0,0.0,0.0,0.0
000501,2020,2,2,0,0,0,1292,0.001547987616099071,0.001547987616099071,0.0,1.0,0.0
000501,2022,1,1,0,0,0,1223,0.0008176614881439084,0.0008176614881439084,0.0,1.0,0.0
000501,2023,1,1,0,0,0,1324,0.0007552870090634441,0.0007552870090634441,0.0,1.0,0.0
000502,2021,4,4,0,0,0,1336,0.002994011976047904,0.002994011976047904,0.0,1.0,0.0
000503,2019,13,6,5,1,1,1095,0.01187214611872146,0.005479452054794521,0.0045662100456621,0.4615384615384616,0.3846153846153846
000503,2020,22,12,2,6,2,1052,0.02091254752851711,0.01140684410646388,0.001901140684410646,0.5454545454545454,0.09090909090909091
000503,2021,11,9,2,0,0,1136,0.009683098591549295,0.007922535211267605,0.00176056338028169,0.8181818181818182,0.1818181818181818
000503,2022,21,16,4,0,1,1190,0.01764705882352941,0.01344537815126051,0.003361344537815126,0.7619047619047619,0.1904761904761905
000503,2023,27,19,6,1,1,1251,0.02158273381294964,0.01518784972022382,0.004796163069544364,0.7037037037037037,0.2222222222222222
000505,2019,2,1,0,1,0,1196,0.001672240802675585,0.0008361204013377926,0.0,0.5,0.0
000505,2020,2,1,0,1,0,1247,0.001603849238171612,0.0008019246190858059,0.0,0.5,0.0
000505,2021,5,4,0,1,0,1479,0.003380662609871535,0.002704530087897228,0.0,0.8,0.0
000505,2022,4,3,0,1,0,1443,0.002772002772002772,0.002079002079002079,0.0,0.75,0.0
000505,2023,5,3,1,1,0,1372,0.003644314868804665,0.002186588921282799,0.0007288629737609329,0.6,0.2
000506,2020,7,3,0,4,0,1206,0.005804311774461028,0.002487562189054726,0.0,0.4285714285714285,0.0
000506,2021,2,0,1,1,0,1306,0.001531393568147014,0.0,0.0007656967840735069,0.0,0.5
000506,2023,2,1,0,1,0,1102,0.001814882032667877,0.0009074410163339383,0.0,0.5,0.0
000507,2019,5,2,0,3,0,1292,0.003869969040247678,0.001547987616099071,0.0,0.4,0.0
000507,2020,4,1,1,2,0,1509,0.002650762094102054,0.0006626905235255136,0.0006626905235255136,0.25,0.25
000507,2021,2,1,0,1,0,1788,0.001118568232662192,0.0005592841163310962,0.0,0.5,0.0
000507,2022,4,1,0,3,0,1747,0.002289639381797367,0.0005724098454493417,0.0,0.25,0.0
000507,2023,2,0,0,2,0,1748,0.0011441647597254,0.0,0.0,0.0,0.0
000509,2022,3,3,0,0,0,988,0.003036437246963563,0.003036437246963563,0.0,1.0,0.0
000509,2023,2,2,0,0,0,1092,0.001831501831501832,0.001831501831501832,0.0,1.0,0.0
000510,2022,1,1,0,0,0,998,0.001002004008016032,0.001002004008016032,0.0,1.0,0.0
000513,2019,10,4,0,6,0,2517,0.003972983710766786,0.001589193484306714,0.0,0.4,0.0
000513,2020,12,10,0,2,0,2737,0.004384362440628425,0.003653635367190354,0.0,0.8333333333333334,0.0
000513,2021,8,6,0,2,0,2897,0.002761477390403866,0.0020711080428029,0.0,0.75,0.0
000513,2022,7,6,0,1,0,2971,0.002356109054190508,0.002019522046449007,0.0,0.8571428571428571,0.0
000513,2023,8,7,1,0,0,2992,0.00267379679144385,0.002339572192513369,0.0003342245989304813,0.875,0.125
000514,2019,1,0,1,0,0,851,0.001175088131609871,0.0,0.001175088131609871,0.0,1.0
000514,2020,1,0,1,0,0,898,0.00111358574610245,0.0,0.00111358574610245,0.0,1.0
000514,2021,1,0,1,0,0,927,0.001078748651564185,0.0,0.001078748651564185,0.0,1.0
000514,2022,1,0,1,0,0,1012,0.0009881422924901185,0.0,0.0009881422924901185,0.0,1.0
000514,2023,1,0,1,0,0,1003,0.0009970089730807576,0.0,0.0009970089730807576,0.0,1.0
000516,2019,5,1,0,4,0,1157,0.00432152117545376,0.000864304235090752,0.0,0.2,0.0
000516,2020,7,3,0,4,0,1340,0.005223880597014926,0.002238805970149254,0.0,0.4285714285714285,0.0
000516,2021,5,3,0,2,0,1376,0.003633720930232558,0.002180232558139535,0.0,0.6,0.0
000516,2022,11,7,1,3,0,1314,0.00837138508371385,0.00532724505327245,0.00076103500761035,0.6363636363636364,0.09090909090909091
000516,2023,11,8,0,3,0,1329,0.008276899924755455,0.006019563581640331,0.0,0.7272727272727273,0.0
000517,2019,1,1,0,0,0,886,0.001128668171557562,0.001128668171557562,0.0,1.0,0.0
000517,2020,1,1,0,0,0,899,0.001112347052280311,0.001112347052280311,0.0,1.0,0.0
000517,2021,2,2,0,0,0,855,0.002339181286549708,0.002339181286549708,0.0,1.0,0.0
000517,2022,2,2,0,0,0,876,0.00228310502283105,0.00228310502283105,0.0,1.0,0.0
000517,2023,2,2,0,0,0,819,0.002442002442002442,0.002442002442002442,0.0,1.0,0.0
000519,2019,7,7,0,0,0,1432,0.004888268156424581,0.004888268156424581,0.0,1.0,0.0
000519,2020,4,4,0,0,0,1355,0.002952029520295203,0.002952029520295203,0.0,1.0,0.0
000519,2021,8,8,0,0,0,1230,0.006504065040650406,0.006504065040650406,0.0,1.0,0.0
000519,2022,9,7,1,0,1,1145,0.007860262008733625,0.00611353711790393,0.0008733624454148472,0.7777777777777778,0.1111111111111111
000519,2023,7,7,0,0,0,1073,0.0065237651444548,0.0065237651444548,0.0,1.0,0.0
000520,2019,2,0,0,2,0,817,0.002447980416156671,0.0,0.0,0.0,0.0
000520,2020,1,0,0,1,0,946,0.00105708245243129,0.0,0.0,0.0,0.0
000520,2022,3,3,0,0,0,1182,0.002538071065989848,0.002538071065989848,0.0,1.0,0.0
000521,2019,32,28,1,3,0,1675,0.0191044776119403,0.01671641791044776,0.0005970149253731343,0.875,0.03125
000521,2020,24,19,1,4,0,1783,0.01346045989904655,0.01065619742007852,0.0005608524957936063,0.7916666666666666,0.04166666666666666
000521,2021,54,44,0,10,0,1776,0.03040540540540541,0.02477477477477477,0.0,0.8148148148148148,0.0
000521,2022,40,28,0,12,0,1677,0.02385211687537269,0.01669648181276088,0.0,0.7,0.0
000521,2023,94,24,0,70,0,1657,0.05672902836451418,0.01448400724200362,0.0,0.2553191489361702,0.0
000523,2021,3,3,0,0,0,1803,0.001663893510815308,0.001663893510815308,0.0,1.0,0.0
000523,2022,7,7,0,0,0,1575,0.004444444444444444,0.004444444444444444,0.0,1.0,0.0
000523,2023,10,10,0,0,0,1722,0.005807200929152149,0.005807200929152149,0.0,1.0,0.0
000524,2019,7,6,0,1,0,1503,0.004657351962741184,0.003992015968063872,0.0,0.8571428571428571,0.0
000524,2020,3,1,0,2,0,1560,0.001923076923076923,0.000641025641025641,0.0,0.3333333333333333,0.0
000524,2021,19,15,0,4,0,1721,0.01104009296920395,0.008715862870424172,0.0,0.7894736842105263,0.0
000524,2022,4,2,0,2,0,1742,0.002296211251435132,0.001148105625717566,0.0,0.5,0.0
000524,2023,12,9,0,3,0,1785,0.006722689075630253,0.005042016806722689,0.0,0.75,0.0
000525,2019,1,0,1,0,0,1187,0.0008424599831508003,0.0,0.0008424599831508003,0.0,1.0
000525,2020,2,1,0,1,0,1368,0.001461988304093567,0.0007309941520467836,0.0,0.5,0.0
000525,2021,1,1,0,0,0,1669,0.0005991611743559018,0.0005991611743559018,0.0,1.0,0.0
600519,2022,2,0,0,2,0,731,0.002735978112175103,0.0,0.0,0.0,0.0
