code,report_year,total_ai_sentences,innovation_sentences,risk_sentences,neutral_sentences,mixed_sentences,total_sentences_in_report,AI_Disclosure,AI_Innovation_Disclosure,AI_Risk_Disclosure,AI_Innovation_Ratio,AI_Risk_Ratio
000042,2022,1,0,0,1,0,1078,0.0009276437847866419,0.0,0.0,0.0,0.0
000045,2019,1,1,0,0,0,1208,0.0008278145695364238,0.0008278145695364238,0.0,1.0,0.0
000045,2020,3,3,0,0,0,1276,0.002351097178683386,0.002351097178683386,0.0,1.0,0.0
000045,2021,2,2,0,0,0,1316,0.001519756838905775,0.001519756838905775,0.0,1.0,0.0
000045,2022,1,1,0,0,0,1321,0.000757002271006813,0.000757002271006813,0.0,1.0,0.0
000045,2023,3,3,0,0,0,1259,0.00238284352660842,0.00238284352660842,0.0,1.0,0.0
000048,2019,3,3,0,0,0,1555,0.001929260450160772,0.001929260450160772,0.0,1.0,0.0
000048,2020,4,3,0,1,0,1408,0.002840909090909091,0.002130681818181818,0.0,0.75,0.0
000048,2021,3,2,0,1,0,1370,0.00218978102189781,0.00145985401459854,0.0,0.6666666666666666,0.0
000048,2022,4,3,0,1,0,1302,0.003072196620583717,0.002304147465437788,0.0,0.75,0.0
000048,2023,7,6,0,1,0,1309,0.0053475935828877,0.004583651642475172,0.0,0.8571428571428571,0.0
000049,2019,19,18,0,1,0,1117,0.01700984780662489,0.01611459265890779,0.0,0.9473684210526315,0.0
000049,2020,18,18,0,0,0,1129,0.01594331266607617,0.01594331266607617,0.0,1.0,0.0
000049,2021,16,16,0,0,0,1265,0.01264822134387352,0.01264822134387352,0.0,1.0,0.0
000049,2022,18,17,0,1,0,1361,0.01322556943423953,0.01249081557678178,0.0,0.9444444444444444,0.0
000049,2023,15,13,1,1,0,1419,0.0105708245243129,0.009161381254404511,0.0007047216349541931,0.8666666666666667,0.06666666666666667
000050,2019,15,12,0,3,0,1847,0.008121277747698972,0.006497022198159177,0.0,0.8,0.0
000050,2020,11,9,1,1,0,1835,0.005994550408719346,0.004904632152588556,0.0005449591280653951,0.8181818181818182,0.09090909090909091
000050,2021,11,10,1,0,0,1830,0.006010928961748634,0.00546448087431694,0.000546448087431694,0.9090909090909091,0.09090909090909091
